Flow,Occupancy,Speed
1440.0,0.0297,69.9
1188.0,0.0255,69.9
1068.0,0.0235,69.3
1128.0,0.0249,67.6
1248.0,0.0271,68.4
1296.0,0.0286,68.2
1176.0,0.0251,68.2
1428.0,0.028999999999999998,69.4
1500.0,0.0323,69.2
1032.0,0.0244,68.0
1428.0,0.0308,68.4
1320.0,0.0284,68.9
1404.0,0.0304,68.3
1560.0,0.0361,67.0
1344.0,0.0305,67.1
1368.0,0.028999999999999998,68.7
1236.0,0.0266,68.1
1392.0,0.0296,68.1
1416.0,0.0301,68.9
1488.0,0.0366,65.9
1380.0,0.0297,66.6
1380.0,0.0297,67.5
1500.0,0.0329,68.0
1476.0,0.0307,69.2
1476.0,0.0347,67.7
1248.0,0.0294,66.7
1404.0,0.0314,66.6
1488.0,0.0297,69.6
1488.0,0.0321,68.3
1608.0,0.0356,67.7
1824.0,0.0384,68.3
1476.0,0.0318,68.3
1548.0,0.0321,69.2
1320.0,0.0263,70.3
1560.0,0.0326,69.6
1680.0,0.0341,70.2
1356.0,0.0277,70.5
1356.0,0.0279,69.5
1440.0,0.0325,68.6
1632.0,0.0348,68.3
1104.0,0.0238,68.6
1224.0,0.0257,68.9
1224.0,0.0276,68.2
1236.0,0.0252,68.7
1008.0,0.0202,69.5
1176.0,0.0257,68.9
1260.0,0.0266,69.0
1128.0,0.0254,67.5
1212.0,0.0267,68.1
852.0,0.0178,68.1
984.0,0.0211,68.4
900.0,0.0188,67.9
816.0,0.016,69.9
912.0,0.0188,69.4
1020.0,0.0207,69.7
648.0,0.013999999999999999,69.2
732.0,0.0159,69.0
732.0,0.0155,69.8
744.0,0.0152,69.5
804.0,0.0169,69.4
636.0,0.0147,68.4
552.0,0.0112,69.0
816.0,0.0176,68.2
576.0,0.0114,69.1
576.0,0.0119,69.5
516.0,0.0102,69.0
600.0,0.0126,68.5
672.0,0.0138,68.8
648.0,0.0145,68.2
420.0,0.0087,68.7
588.0,0.0126,68.5
600.0,0.0124,68.2
612.0,0.0128,69.2
576.0,0.0124,68.1
660.0,0.013000000000000001,69.1
588.0,0.0125,69.2
540.0,0.0111,68.9
588.0,0.0124,68.4
672.0,0.0137,68.3
696.0,0.0142,68.9
432.0,0.0084,69.0
612.0,0.0121,68.8
612.0,0.0123,69.7
696.0,0.0142,68.9
708.0,0.0152,68.5
768.0,0.017,68.8
540.0,0.0104,68.9
492.0,0.0097,69.3
684.0,0.0129,70.2
516.0,0.0104,69.2
492.0,0.0099,69.4
624.0,0.0126,69.3
396.0,0.0083,69.7
564.0,0.011000000000000001,69.3
456.0,0.009000000000000001,69.7
504.0,0.0094,70.3
468.0,0.0093,68.9
360.0,0.0067,70.1
360.0,0.0073,70.0
120.0,0.0028,69.4
300.0,0.0064,69.5
312.0,0.0081,67.5
312.0,0.0072,68.3
276.0,0.0072,66.9
276.0,0.0059,68.4
192.0,0.0042,69.6
288.0,0.0062,69.6
276.0,0.0061,69.3
228.0,0.0044,69.3
144.0,0.0028,70.3
144.0,0.0028,69.5
144.0,0.0036,68.1
240.0,0.0064,68.2
108.0,0.0044,65.9
120.0,0.0031,67.6
156.0,0.0039,69.1
84.0,0.0023,68.2
132.0,0.0027,68.6
168.0,0.0039,69.9
108.0,0.0022,70.5
252.0,0.0059,68.8
120.0,0.0041,68.1
144.0,0.0029,69.4
180.0,0.0037,70.1
60.0,0.0012,70.1
72.0,0.0014,70.2
120.0,0.0027,69.8
84.0,0.0018,70.9
144.0,0.003,70.6
48.0,0.001,68.6
72.0,0.0019,69.3
180.0,0.004,70.6
132.0,0.0037,70.3
60.0,0.0013,69.8
108.0,0.0026,70.2
60.0,0.0024,68.2
84.0,0.0018,70.4
96.0,0.0033,68.4
72.0,0.0018,68.7
84.0,0.0024,67.5
108.0,0.0029,68.4
120.0,0.0032,68.2
156.0,0.004,68.7
204.0,0.006,69.0
96.0,0.0018,70.4
144.0,0.0038,70.5
216.0,0.0049,68.9
228.0,0.0061,67.8
72.0,0.003,67.9
108.0,0.0019,69.9
180.0,0.0041,69.6
240.0,0.0088,66.7
216.0,0.0041,69.5
372.0,0.0077,68.7
204.0,0.0051,68.6
348.0,0.0063,70.1
276.0,0.0065,68.9
156.0,0.0029,70.3
396.0,0.0097,68.5
360.0,0.0083,68.6
504.0,0.0101,69.2
504.0,0.0108,68.8
432.0,0.0096,68.4
708.0,0.015,68.2
684.0,0.0134,69.7
840.0,0.0176,68.9
996.0,0.019,70.6
972.0,0.021,68.8
1308.0,0.026000000000000002,69.0
1104.0,0.0225,69.7
1296.0,0.0253,70.6
1584.0,0.0314,71.5
2040.0,0.0406,72.1
1488.0,0.0291,72.4
2244.0,0.0458,71.6
2388.0,0.0468,72.0
2628.0,0.0577,68.9
2568.0,0.0546,68.8
2412.0,0.0539,67.2
2640.0,0.0556,68.2
2568.0,0.0523,69.6
2808.0,0.0556,71.2
2880.0,0.0625,67.2
3540.0,0.0758,65.4
4092.0,0.0923,63.3
4368.0,0.0974,62.3
4620.0,0.1011,62.5
4608.0,0.1041,61.5
3972.0,0.0901,61.1
5376.0,0.1281,59.2
5436.0,0.147,55.1
5328.0,0.1433,52.9
5376.0,0.1456,51.8
5172.0,0.1581,49.7
5316.0,0.1343,52.0
5040.0,0.1212,54.4
5016.0,0.1253,54.7
4344.0,0.1127,54.0
4680.0,0.1103,56.0
4380.0,0.0982,58.6
4128.0,0.0935,59.6
4320.0,0.1024,58.6
3156.0,0.0695,60.5
3660.0,0.0784,62.4
3636.0,0.0825,61.4
3324.0,0.0694,63.5
3900.0,0.0909,61.4
4224.0,0.0929,61.9
4656.0,0.1129,59.3
4380.0,0.0966,60.7
4512.0,0.1016,60.8
4884.0,0.11599999999999999,59.3
4644.0,0.109,58.8
3456.0,0.0799,59.0
4104.0,0.0904,60.6
4356.0,0.1,60.1
3936.0,0.08900000000000001,60.4
3960.0,0.0858,61.9
3540.0,0.0783,62.1
3624.0,0.0802,62.0
3696.0,0.084,61.2
3396.0,0.0775,60.9
3996.0,0.0899,60.8
3384.0,0.0759,61.3
3444.0,0.0783,61.4
2904.0,0.0624,62.4
3108.0,0.0654,64.0
3384.0,0.0766,62.6
3336.0,0.0729,63.0
2364.0,0.0496,63.9
2580.0,0.0547,65.0
2664.0,0.0575,65.3
2280.0,0.0466,66.9
2172.0,0.0457,67.0
2400.0,0.0505,66.6
2472.0,0.0565,64.1
2796.0,0.0597,64.8
1992.0,0.0414,65.6
1788.0,0.0364,67.3
1644.0,0.0355,66.0
1776.0,0.0372,66.8
2016.0,0.0448,65.3
1824.0,0.0395,66.2
1836.0,0.0366,68.6
2148.0,0.0471,67.5
1788.0,0.0374,68.0
1788.0,0.0372,67.9
1800.0,0.039,67.4
1404.0,0.0277,69.7
1776.0,0.0374,68.4
1656.0,0.0364,67.6
1860.0,0.0394,68.3
1548.0,0.0319,69.3
1356.0,0.0276,70.1
1680.0,0.0366,68.7
1548.0,0.0331,68.4
1644.0,0.035,69.5
1740.0,0.0375,68.6
1956.0,0.044000000000000004,68.0
1872.0,0.0382,69.3
1872.0,0.0392,69.4
1548.0,0.0328,69.4
1752.0,0.0376,69.1
1452.0,0.0316,68.7
1764.0,0.0355,69.6
1620.0,0.0345,69.5
1500.0,0.0311,71.1
1188.0,0.0255,69.8
1284.0,0.0282,68.1
1380.0,0.0271,69.3
1416.0,0.0295,68.9
1128.0,0.0232,68.4
1416.0,0.0293,68.8
1356.0,0.0285,68.1
1500.0,0.028999999999999998,70.2
1380.0,0.028999999999999998,69.7
1212.0,0.0242,70.3
1512.0,0.0314,69.9
1332.0,0.0279,69.1
1308.0,0.0272,68.8
1404.0,0.0304,68.3
1380.0,0.0307,68.3
1500.0,0.0325,67.9
1104.0,0.0231,68.5
1320.0,0.0258,69.6
1452.0,0.0286,70.3
1380.0,0.0282,69.7
1488.0,0.032,69.1
1620.0,0.0345,67.5
1116.0,0.0239,67.4
1356.0,0.0279,68.4
1344.0,0.0287,68.0
1296.0,0.0281,68.1
1608.0,0.0341,68.7
1596.0,0.0346,68.2
1440.0,0.0286,69.9
1164.0,0.0249,69.5
1596.0,0.0338,69.3
1764.0,0.0375,68.8
1524.0,0.0313,69.7
1560.0,0.0328,69.0
1524.0,0.0336,68.5
1140.0,0.0239,68.7
1296.0,0.0301,67.3
1392.0,0.0291,68.7
1452.0,0.0297,70.3
1164.0,0.025,69.7
1440.0,0.0301,70.8
1332.0,0.0295,68.0
1176.0,0.0244,68.8
1464.0,0.0327,67.8
1356.0,0.0268,69.8
1584.0,0.0354,68.5
1560.0,0.0352,67.6
1404.0,0.0302,68.4
1548.0,0.0353,68.0
1320.0,0.0286,67.9
1728.0,0.0358,69.3
1296.0,0.0269,69.3
1344.0,0.0297,67.8
1236.0,0.0254,69.2
1392.0,0.027999999999999997,69.9
1668.0,0.034,70.0
1356.0,0.0295,69.1
1368.0,0.0273,69.8
1092.0,0.0235,68.7
1188.0,0.0244,69.8
1260.0,0.0268,68.9
1680.0,0.0381,66.8
1356.0,0.0285,67.7
1296.0,0.0259,69.8
1380.0,0.0291,68.9
1152.0,0.0245,69.0
1212.0,0.0263,68.3
1440.0,0.0296,68.9
1116.0,0.0236,68.8
1272.0,0.0291,67.3
1152.0,0.0247,67.9
1104.0,0.0241,67.4
1104.0,0.0235,67.3
984.0,0.0213,68.1
1008.0,0.0238,67.0
1032.0,0.022000000000000002,67.7
1104.0,0.0231,68.6
1008.0,0.0211,69.0
876.0,0.0179,69.0
960.0,0.0203,69.1
756.0,0.0154,69.1
876.0,0.0175,69.9
612.0,0.012,70.9
816.0,0.0167,69.4
528.0,0.0108,69.2
672.0,0.0142,69.2
672.0,0.0135,68.9
648.0,0.013000000000000001,69.1
876.0,0.018000000000000002,69.1
624.0,0.0124,69.6
744.0,0.0163,68.7
684.0,0.0132,68.8
624.0,0.0128,69.5
600.0,0.0122,68.8
552.0,0.0116,68.8
504.0,0.0098,69.5
504.0,0.0099,69.4
624.0,0.0121,69.9
528.0,0.0106,69.3
756.0,0.0159,69.0
600.0,0.012,69.3
528.0,0.0105,69.8
564.0,0.0117,68.8
540.0,0.0103,69.5
756.0,0.0156,68.7
564.0,0.0109,69.2
720.0,0.0137,69.4
636.0,0.0133,69.2
768.0,0.0156,68.7
492.0,0.0101,68.2
588.0,0.0108,68.9
468.0,0.01,68.5
624.0,0.0118,69.0
624.0,0.0118,69.4
708.0,0.0146,69.8
624.0,0.0123,70.1
552.0,0.0105,69.9
432.0,0.0085,69.4
384.0,0.0078,68.6
372.0,0.006999999999999999,69.5
312.0,0.0069,69.3
348.0,0.0073,68.9
336.0,0.0067,68.5
396.0,0.0086,69.2
240.0,0.0046,70.0
336.0,0.0073,68.9
312.0,0.0061,69.6
216.0,0.0045,69.9
216.0,0.004,68.5
240.0,0.0045,69.6
252.0,0.0054,69.8
312.0,0.006,68.9
168.0,0.0033,69.5
288.0,0.0066,68.3
264.0,0.006,68.6
192.0,0.0039,69.9
156.0,0.004,68.7
216.0,0.0043,69.0
108.0,0.002,69.7
276.0,0.0063,68.9
264.0,0.0379,49.1
264.0,0.0055,60.3
180.0,0.0035,63.9
72.0,0.0024,65.5
132.0,0.0026,67.8
168.0,0.0035,68.0
96.0,0.0029,68.5
156.0,0.0028,70.0
96.0,0.002,69.0
48.0,0.0008,68.2
180.0,0.0034,70.4
120.0,0.0023,69.9
132.0,0.0026,69.7
156.0,0.0033,67.5
156.0,0.0032,69.6
168.0,0.0033,69.7
96.0,0.0021,70.6
108.0,0.0021,68.5
84.0,0.0019,70.0
84.0,0.0026,68.1
144.0,0.0028,69.5
192.0,0.0048,68.9
108.0,0.0021,69.2
168.0,0.0059,66.6
60.0,0.0012,68.9
144.0,0.0033,68.9
108.0,0.002,68.2
120.0,0.0023,68.8
72.0,0.0016,70.1
60.0,0.0011,70.3
96.0,0.0017,70.4
60.0,0.0014,68.7
156.0,0.0032,69.6
108.0,0.0027,69.4
228.0,0.0045,69.8
180.0,0.0037,70.2
156.0,0.0034,69.5
216.0,0.0061,69.6
156.0,0.0028,68.9
72.0,0.0017,68.8
168.0,0.0031,69.8
180.0,0.0042,70.1
228.0,0.0049,68.6
288.0,0.0058,69.4
336.0,0.0079,68.3
312.0,0.0061,69.0
312.0,0.009000000000000001,68.5
420.0,0.0086,68.5
432.0,0.0086,68.9
300.0,0.0089,67.4
408.0,0.0079,68.1
240.0,0.005,68.0
408.0,0.0081,69.2
492.0,0.0093,69.1
468.0,0.0094,70.5
624.0,0.0141,68.9
576.0,0.0129,68.3
696.0,0.0157,67.6
672.0,0.0129,68.7
804.0,0.016,69.1
684.0,0.0148,69.0
744.0,0.0153,69.1
456.0,0.0089,70.0
600.0,0.0129,68.7
720.0,0.0134,70.1
936.0,0.0192,68.7
1044.0,0.0204,69.5
1020.0,0.0205,68.7
696.0,0.0134,68.9
1068.0,0.0223,68.8
1056.0,0.0213,68.2
1056.0,0.0209,68.7
1356.0,0.0298,67.8
1044.0,0.0204,69.0
900.0,0.0172,69.8
948.0,0.0186,69.6
948.0,0.0193,68.9
792.0,0.0162,68.7
1032.0,0.0223,68.0
888.0,0.0176,68.6
840.0,0.0173,68.7
960.0,0.0199,68.4
1104.0,0.0221,68.6
1188.0,0.0243,68.8
1272.0,0.0264,68.8
948.0,0.0206,67.8
1032.0,0.0209,68.2
1176.0,0.0254,67.5
1200.0,0.0269,66.4
1116.0,0.0227,67.1
1356.0,0.0297,66.2
1236.0,0.0246,68.0
1284.0,0.0267,67.3
1164.0,0.0231,68.1
1536.0,0.0314,67.8
1200.0,0.0248,68.0
1680.0,0.034,68.0
1212.0,0.0234,68.7
1224.0,0.0245,68.9
1200.0,0.0245,68.6
1284.0,0.0249,69.4
1236.0,0.0233,70.4
1224.0,0.0243,69.5
1248.0,0.0266,67.7
1428.0,0.0288,68.6
1260.0,0.0261,68.3
1524.0,0.0308,68.7
1824.0,0.0353,69.3
1596.0,0.0313,69.1
1452.0,0.0293,68.6
1668.0,0.033,68.9
1380.0,0.0286,68.1
1152.0,0.0234,68.1
1284.0,0.0251,68.3
1116.0,0.0225,68.8
1584.0,0.0322,67.9
1416.0,0.0281,69.0
1668.0,0.0353,68.1
1656.0,0.0323,69.1
1164.0,0.0224,70.1
1344.0,0.0263,69.8
1428.0,0.0276,70.4
1452.0,0.0286,69.8
1584.0,0.0314,70.1
1308.0,0.0256,69.7
1740.0,0.0348,68.7
1416.0,0.0279,69.1
1740.0,0.0347,69.1
1332.0,0.0277,68.5
1500.0,0.028999999999999998,68.8
1248.0,0.025,68.8
1584.0,0.0307,69.5
1548.0,0.0308,68.8
1392.0,0.0274,69.3
1296.0,0.0258,68.6
1296.0,0.0263,68.3
1572.0,0.0304,69.0
1428.0,0.0288,68.6
1368.0,0.0275,68.2
1608.0,0.0324,68.7
1380.0,0.0269,69.2
1128.0,0.023,68.5
1536.0,0.0306,69.1
1476.0,0.0291,69.5
1476.0,0.0296,68.5
1500.0,0.028999999999999998,69.1
1500.0,0.0297,69.2
1668.0,0.0329,69.5
1584.0,0.0316,69.2
1740.0,0.0343,69.3
1704.0,0.0331,69.4
1680.0,0.033,69.5
1512.0,0.0318,68.0
1608.0,0.0313,68.8
2112.0,0.0425,68.6
1464.0,0.0286,68.6
1656.0,0.0329,68.4
1644.0,0.0324,68.7
1680.0,0.0339,68.2
1200.0,0.0261,67.3
1764.0,0.0339,69.0
1476.0,0.0291,69.4
1092.0,0.0222,68.6
1632.0,0.0319,69.3
1524.0,0.0293,69.9
1464.0,0.0283,69.5
1776.0,0.0346,69.9
1512.0,0.0302,69.5
1524.0,0.0293,69.7
1524.0,0.0295,69.7
1332.0,0.0278,68.0
1452.0,0.0296,67.6
1416.0,0.028999999999999998,67.5
1524.0,0.03,68.5
1476.0,0.0292,68.8
1344.0,0.0263,70.1
1356.0,0.0285,67.6
1788.0,0.0364,67.7
1524.0,0.0299,68.6
1524.0,0.0311,68.3
1452.0,0.0295,68.4
1392.0,0.0274,69.0
1212.0,0.0232,69.4
1248.0,0.0242,70.4
1356.0,0.0264,70.6
1740.0,0.0347,69.3
1644.0,0.0326,69.4
1260.0,0.0242,70.2
1116.0,0.0224,69.8
1608.0,0.031,70.9
1704.0,0.0344,69.8
1332.0,0.0267,69.8
1560.0,0.0315,69.4
1332.0,0.0259,69.5
1440.0,0.0271,70.7
1404.0,0.027000000000000003,71.3
1356.0,0.0264,70.6
1548.0,0.0306,69.9
1332.0,0.0259,70.2
1368.0,0.0274,69.5
1428.0,0.0285,69.6
1512.0,0.0309,69.1
1488.0,0.0306,68.4
1404.0,0.0278,69.0
1560.0,0.0311,69.0
1392.0,0.0278,69.4
1368.0,0.0266,69.7
1500.0,0.0303,69.7
1524.0,0.0308,68.5
1500.0,0.0305,68.3
1452.0,0.0304,67.2
1428.0,0.0283,68.6
1476.0,0.028999999999999998,69.4
1296.0,0.0272,68.3
1332.0,0.0255,70.0
1368.0,0.0284,68.8
1644.0,0.0328,69.2
1140.0,0.0224,69.3
1320.0,0.0265,69.2
1440.0,0.0285,69.2
1116.0,0.0228,69.1
1128.0,0.023,69.1
1056.0,0.0212,69.0
1092.0,0.0225,68.2
1128.0,0.0225,68.0
960.0,0.0197,68.6
1116.0,0.023,68.4
912.0,0.0186,68.7
864.0,0.0177,68.5
924.0,0.0194,67.5
852.0,0.0173,68.1
888.0,0.0183,68.8
804.0,0.0162,68.7
876.0,0.0176,69.0
1032.0,0.0211,68.8
816.0,0.0161,69.2
756.0,0.0151,68.9
828.0,0.0163,69.7
1080.0,0.0221,68.7
936.0,0.0194,68.1
768.0,0.0153,68.9
768.0,0.0144,70.2
720.0,0.0153,69.6
672.0,0.0137,69.5
720.0,0.0152,68.9
852.0,0.0169,68.5
792.0,0.0162,68.5
780.0,0.0162,68.4
732.0,0.0146,68.6
636.0,0.0134,67.9
540.0,0.0109,68.7
768.0,0.0169,67.7
888.0,0.0176,68.9
672.0,0.013999999999999999,68.9
96.0,0.01,65.0
1308.0,0.0494,52.2
684.0,0.0137,61.1
1008.0,0.0197,64.4
840.0,0.0175,66.2
804.0,0.0167,67.4
648.0,0.0131,68.0
696.0,0.0139,68.0
780.0,0.0154,68.6
984.0,0.0194,68.6
840.0,0.0173,67.8
672.0,0.0143,66.9
720.0,0.015,68.0
612.0,0.013000000000000001,68.1
480.0,0.0097,68.4
564.0,0.0114,68.5
456.0,0.0093,68.7
528.0,0.0104,68.9
480.0,0.01,68.4
624.0,0.0122,68.8
456.0,0.0086,69.1
300.0,0.006,69.1
372.0,0.0078,69.0
324.0,0.0066,68.8
360.0,0.0073,68.8
408.0,0.0082,69.0
336.0,0.0083,68.0
324.0,0.0065,68.8
240.0,0.0049,68.5
360.0,0.0071,68.3
312.0,0.0071,67.9
204.0,0.0036,68.3
240.0,0.0051,69.1
252.0,0.0054,67.2
156.0,0.0033,69.0
144.0,0.0027,68.8
324.0,0.0063,69.5
228.0,0.0043,69.8
276.0,0.0054,69.6
156.0,0.0032,69.5
108.0,0.0029,69.5
192.0,0.0037,68.3
180.0,0.0039,67.6
120.0,0.0025,67.6
180.0,0.0035,69.3
120.0,0.0024,69.1
156.0,0.0031,69.6
168.0,0.0034,69.1
156.0,0.0028,70.0
132.0,0.0027,68.2
132.0,0.0029,69.1
132.0,0.0027,67.7
72.0,0.0013,67.5
108.0,0.0021,70.0
72.0,0.0014,70.2
132.0,0.0029,68.9
180.0,0.0035,69.2
96.0,0.002,69.5
108.0,0.0023,67.8
132.0,0.0034,68.0
192.0,0.0035,70.1
120.0,0.0029,66.9
108.0,0.0023,69.5
132.0,0.0024,69.7
72.0,0.0014,70.2
144.0,0.0029,70.2
108.0,0.0023,70.3
96.0,0.0017,70.0
132.0,0.0035,70.1
48.0,0.0011,67.6
228.0,0.0046,69.5
72.0,0.0015,68.3
84.0,0.0019,69.8
96.0,0.0023,69.1
96.0,0.002,68.0
60.0,0.0015,69.3
132.0,0.0035,67.8
132.0,0.0025,69.9
156.0,0.0028,69.7
144.0,0.0032,67.6
144.0,0.0029,70.5
108.0,0.0023,70.3
360.0,0.0066,69.1
144.0,0.003,70.2
168.0,0.0035,67.6
156.0,0.0033,68.3
300.0,0.0062,68.9
276.0,0.0054,69.4
264.0,0.005,68.8
336.0,0.0064,69.8
432.0,0.0086,69.0
432.0,0.0093,69.2
408.0,0.0082,69.2
324.0,0.0061,70.4
336.0,0.0064,69.1
324.0,0.0058,68.8
264.0,0.0051,70.0
564.0,0.0106,69.3
288.0,0.0054,69.0
552.0,0.011000000000000001,69.5
552.0,0.0101,70.2
492.0,0.0096,69.6
516.0,0.0098,69.3
516.0,0.0098,69.8
660.0,0.013000000000000001,69.6
624.0,0.0127,69.4
684.0,0.0133,69.0
504.0,0.0099,68.5
360.0,0.0073,68.3
420.0,0.0084,68.9
372.0,0.0075,67.4
420.0,0.008,69.7
396.0,0.0074,68.7
480.0,0.0097,68.6
384.0,0.0079,68.9
504.0,0.0105,68.5
540.0,0.011000000000000001,68.1
540.0,0.0114,68.1
588.0,0.0127,68.7
516.0,0.0108,68.4
576.0,0.0118,69.0
492.0,0.0107,68.4
528.0,0.01,69.1
564.0,0.012,69.0
672.0,0.0135,69.0
696.0,0.0137,68.5
768.0,0.0154,69.2
576.0,0.0114,68.6
936.0,0.0191,68.0
888.0,0.0175,68.6
804.0,0.0167,68.7
792.0,0.0159,68.9
732.0,0.0143,69.2
708.0,0.0142,68.8
720.0,0.0138,69.5
768.0,0.0151,68.9
960.0,0.0191,68.4
1056.0,0.0205,68.4
1224.0,0.024,68.6
912.0,0.0178,68.9
1416.0,0.0274,69.0
1380.0,0.0263,69.6
1344.0,0.0275,68.5
1176.0,0.0226,68.7
1296.0,0.0246,69.0
1440.0,0.0278,69.5
1008.0,0.0207,68.2
1056.0,0.0218,67.5
1476.0,0.0284,68.0
1020.0,0.0201,68.0
1512.0,0.0301,68.4
1140.0,0.0229,67.8
1476.0,0.03,67.7
1428.0,0.0286,67.4
1512.0,0.028999999999999998,68.2
1224.0,0.0243,67.6
1284.0,0.0268,67.4
1308.0,0.0254,67.8
1392.0,0.0279,67.8
1320.0,0.0254,68.0
1068.0,0.0208,69.1
1440.0,0.0278,69.0
1116.0,0.0222,68.3
1560.0,0.0314,67.5
1296.0,0.0256,67.8
1404.0,0.0291,67.1
1536.0,0.0292,68.7
1056.0,0.0206,69.1
1332.0,0.0278,67.2
1248.0,0.0246,68.3
1068.0,0.0214,67.8
1128.0,0.0232,67.7
1140.0,0.024,67.6
1248.0,0.0253,67.3
1140.0,0.0221,67.8
1188.0,0.0233,68.6
1116.0,0.0231,68.2
1116.0,0.0219,68.3
1296.0,0.0255,68.7
1392.0,0.0292,67.1
1380.0,0.0282,67.0
1236.0,0.0248,67.4
1284.0,0.0261,68.3
1392.0,0.0272,68.8
1368.0,0.0279,67.9
1224.0,0.0247,67.8
1416.0,0.0278,68.6
912.0,0.0179,69.1
1572.0,0.0316,68.2
1392.0,0.0288,67.5
1464.0,0.0291,68.4
1632.0,0.0333,67.7
1308.0,0.0261,68.1
1320.0,0.0271,67.4
1452.0,0.0284,68.2
1104.0,0.0214,69.0
1416.0,0.0291,67.5
1428.0,0.0289,67.9
1800.0,0.0359,67.8
1524.0,0.0307,67.6
1248.0,0.0244,68.3
1500.0,0.0304,67.7
1596.0,0.0322,67.5
1320.0,0.0277,66.8
1176.0,0.0231,67.9
1308.0,0.0271,67.7
1224.0,0.0245,67.9
1524.0,0.0312,67.1
1380.0,0.0277,67.7
1392.0,0.0281,67.6
1236.0,0.0256,67.5
1368.0,0.027000000000000003,68.4
1752.0,0.0343,68.8
1548.0,0.0312,68.4
1368.0,0.0269,68.7
1020.0,0.0207,68.1
1068.0,0.0209,68.4
1332.0,0.0578,59.0
1236.0,0.0247,63.8
1188.0,0.0237,66.4
1284.0,0.0269,66.1
1128.0,0.0226,66.9
1332.0,0.0262,67.6
1200.0,0.0231,68.6
1056.0,0.0201,69.3
1068.0,0.0223,67.8
1176.0,0.0225,68.3
1128.0,0.0231,68.5
1212.0,0.0259,68.1
1380.0,0.0287,67.1
996.0,0.0205,67.5
1212.0,0.0254,67.5
1272.0,0.026000000000000002,67.8
1272.0,0.0279,67.1
1284.0,0.0261,67.7
1284.0,0.0255,68.0
1212.0,0.0253,68.0
1104.0,0.0221,68.9
1056.0,0.0224,67.6
1320.0,0.0275,67.7
1308.0,0.0274,66.9
1248.0,0.027000000000000003,66.3
948.0,0.019,67.7
1140.0,0.0239,67.4
1236.0,0.0254,67.7
1104.0,0.0226,67.8
948.0,0.0195,68.5
912.0,0.0195,68.0
1152.0,0.0232,68.6
1032.0,0.0215,67.9
1104.0,0.0225,68.3
1224.0,0.0258,67.3
792.0,0.0172,66.6
984.0,0.0199,67.4
804.0,0.017,67.6
888.0,0.0206,67.1
1020.0,0.0211,67.3
1068.0,0.0236,66.2
876.0,0.0189,66.5
804.0,0.0188,64.1
816.0,0.0175,66.0
756.0,0.0159,66.7
648.0,0.0137,67.1
780.0,0.0168,67.8
660.0,0.0147,67.0
792.0,0.0172,66.2
924.0,0.0202,65.8
888.0,0.0183,66.9
792.0,0.0166,67.3
888.0,0.0184,67.5
732.0,0.0151,68.2
828.0,0.017,68.9
756.0,0.0159,67.6
672.0,0.0138,68.2
900.0,0.0185,68.1
816.0,0.0174,68.0
768.0,0.0162,67.4
684.0,0.0144,67.7
816.0,0.0165,68.1
768.0,0.0161,67.6
840.0,0.0177,67.7
828.0,0.0177,66.9
696.0,0.0146,67.6
588.0,0.0125,68.2
888.0,0.019,67.3
696.0,0.0139,67.9
696.0,0.0141,68.2
636.0,0.0136,67.3
540.0,0.0105,68.7
672.0,0.0137,68.6
480.0,0.0097,68.4
564.0,0.0115,68.9
540.0,0.0109,69.4
612.0,0.0131,68.1
456.0,0.0084,69.1
456.0,0.0101,68.9
624.0,0.0123,69.5
492.0,0.01,68.8
552.0,0.0106,70.0
444.0,0.0086,69.3
552.0,0.0112,69.5
300.0,0.0064,69.0
420.0,0.0106,67.8
264.0,0.0058,68.4
456.0,0.0091,68.9
336.0,0.0067,69.1
252.0,0.0048,69.6
324.0,0.0066,69.1
408.0,0.0083,69.4
216.0,0.0053,68.5
312.0,0.0081,67.5
168.0,0.0032,68.7
180.0,0.0048,67.8
240.0,0.0051,69.9
336.0,0.0067,69.3
156.0,0.0031,69.4
228.0,0.0053,68.3
276.0,0.0054,69.8
216.0,0.0045,69.3
120.0,0.003,69.9
60.0,0.0012,70.9
144.0,0.0035,68.4
120.0,0.0023,69.0
156.0,0.0028,68.9
120.0,0.0025,69.4
144.0,0.0029,69.4
144.0,0.0033,69.9
156.0,0.0031,70.5
108.0,0.0019,70.7
144.0,0.0029,69.2
48.0,0.001,68.2
108.0,0.0023,68.3
84.0,0.002,70.3
60.0,0.0011,68.8
60.0,0.0012,68.9
36.0,0.0007,70.6
96.0,0.0024,67.2
72.0,0.0013,69.0
108.0,0.0025,69.4
48.0,0.0011,66.4
132.0,0.0036,68.0
72.0,0.0021,69.7
156.0,0.004,68.6
108.0,0.0023,69.2
60.0,0.0015,70.9
48.0,0.0009,70.2
120.0,0.0025,70.2
72.0,0.0021,69.2
84.0,0.002,69.3
132.0,0.0031,69.7
84.0,0.0019,67.6
132.0,0.0024,70.4
132.0,0.0039,68.6
120.0,0.0023,67.3
192.0,0.004,69.3
72.0,0.0015,70.2
252.0,0.0062,69.6
156.0,0.0037,69.1
264.0,0.0049,70.0
168.0,0.0033,69.8
192.0,0.0048,68.6
228.0,0.0058,67.7
156.0,0.0036,68.1
204.0,0.0047,68.8
240.0,0.0053,69.5
288.0,0.0055,70.1
444.0,0.0108,69.0
384.0,0.0076,69.4
588.0,0.0117,69.5
444.0,0.0096,69.4
504.0,0.0108,68.9
744.0,0.0152,69.9
